speaker ID	Gender	Vowel	Cochleogram	file
09901	f	a	[0.00067978224,0.0009690774,0.0013910627,0.00034147597,0.0019306666,0.0008745203,0.0026399025,0.0026046878,0.007351339,0.0073972703,0.027445033,0.020761466,0.025143122,0.013007945,0.0091169095,0.0067022094,0.005395213,0.0054364223,0.0065566995,0.012349141,0.022509137,0.016945759,0.004379015,0.0018549213,0.0027966467,0.009430979,0.050882436,0.06014284,0.02922597,0.019939257,0.026638847,0.056784276,0.050014947,0.017733898,0.0059153954,0.009790816,0.017344568,0.0070859604,0.005702377,0.015294009,0.013793145,0.0061198506,0.010749655,0.011906813,0.010414512,0.016793944,0.017265026,0.032434333,0.03746963,0.011094021,0.0075885556,0.0042974674,0.0038497667,0.0033938675,0.004613385,0.006104099,0.006467618,0.009631508,0.012272957,0.012521142,0.007427981,0.0050114323,0.0046242517,0.0053045596,0.007702325,0.013076443,0.008884206,0.0043839407,0.0032698356,0.0017119343,0.0005910519,0.00034824593,0.0005879737,0.00024768466,0.00011103892,0.000260873,0.0006400988,0.00097528135,0.00042161756,0.0028465565]	caf_09901_01979499266
09901	f	a	[0.004810216,0.0026893234,0.003861015,0.0012251042,0.007437465,0.0033690422,0.015316204,0.014192394,0.023943888,0.017410278,0.006993923,0.0052033793,0.005964022,0.0058455984,0.013703866,0.04297147,0.018217012,0.0072967345,0.0046749497,0.005316885,0.0065025077,0.022795532,0.022173189,0.011971703,0.014774771,0.029198786,0.041349873,0.028560389,0.0069323573,0.019246472,0.037637394,0.010239408,0.0066557764,0.007913618,0.0043363604,0.0021096563,0.0038974765,0.0024458112,0.0062818374,0.0066493154,0.005536486,0.008268698,0.0034743769,0.010224621,0.011936643,0.015340363,0.018017441,0.02499136,0.031757753,0.02409092,0.014950478,0.0053613167,0.005007803,0.0054971203,0.0066790036,0.007747348,0.014060893,0.013274859,0.008697174,0.0076238196,0.0067735156,0.006982634,0.0070242737,0.0046281028,0.0031117857,0.0029222837,0.004059901,0.0020052774,0.00068156974,0.00036328824,0.00019793287,0.00015228835,0.00012474763,0.00012080639,0.00011227606,0.00010780466,0.000106651256,0.00011806362,0.00013763826,0.0011709209]	caf_09901_00075733056
09901	f	a	[0.0047404747,0.0038295037,0.0054972735,0.0016334975,0.009758403,0.00442032,0.024904577,0.022064475,0.018312471,0.013434282,0.0068021333,0.004978195,0.0053831693,0.007929498,0.018063461,0.048013978,0.02066371,0.008946929,0.006983928,0.0073128017,0.017446266,0.01347455,0.0028343122,0.0021041257,0.0063211615,0.012858396,0.01281734,0.007259063,0.017357271,0.066206016,0.032288145,0.018412622,0.033591975,0.023706852,0.0078103575,0.011806614,0.007991921,0.008947575,0.013081745,0.008745649,0.01614873,0.00935759,0.012244865,0.013043811,0.022700991,0.01791057,0.024298817,0.029329794,0.027250104,0.016992917,0.009412732,0.0062633217,0.0051140357,0.0047358107,0.0055990005,0.008011963,0.0115566915,0.016001502,0.017481413,0.012952579,0.009193236,0.0065116524,0.006760596,0.007084848,0.009035414,0.0072650355,0.0051387716,0.0035671066,0.0027385356,0.001787671,0.0017962906,0.0011547429,0.00064115063,0.00033412714,0.00033555253,0.0003636027,0.00059209514,0.00091807323,0.000915627,0.0022737829]	caf_09901_00142597702
09901	f	a	[0.001126734,0.0012361184,0.0017742785,0.00047733495,0.002775567,0.0012573532,0.004352334,0.0043942044,0.014145834,0.013305555,0.041340463,0.025724819,0.008259016,0.004642016,0.0036832246,0.0025947078,0.0037356308,0.01046763,0.023727316,0.019840155,0.011739872,0.0064553292,0.0060080206,0.008448514,0.059018526,0.07260403,0.0135705555,0.0032892528,0.0040038438,0.017053612,0.025280066,0.0082282135,0.0044429353,0.0056422115,0.0058695157,0.002300515,0.0022455936,0.0056456206,0.0036195687,0.0018518107,0.004340986,0.0036731302,0.0033709884,0.0064591626,0.003050241,0.007842078,0.006455626,0.015826669,0.014585544,0.01965692,0.016330713,0.0032604334,0.0032514075,0.0049146716,0.003713033,0.0045052385,0.0054606656,0.008678481,0.008445729,0.0035414798,0.002978917,0.0022544584,0.0020208363,0.002310947,0.0049107675,0.005110895,0.0022727884,0.0009826355,0.0006876098,0.00062691775,0.00038915806,0.00026161442,0.00018082731,0.00025474958,0.00043975795,0.00052519713,0.0008383375,0.0007606147,0.00027279847,0.0016607732]	caf_09901_00461348704
09901	f	a	[0.0010644567,0.0015200322,0.0021818043,0.00046423599,0.0024933082,0.001129397,0.0038278315,0.004562663,0.026644925,0.01977344,0.012733294,0.009000046,0.008447905,0.00656186,0.00785554,0.01005361,0.024899496,0.028927974,0.021084016,0.010635555,0.0075914855,0.008342161,0.010106717,0.021336475,0.024360944,0.011928041,0.0075852037,0.010142143,0.041401602,0.024360927,0.01348055,0.0452786,0.06418358,0.018863723,0.005601312,0.011257409,0.011954364,0.004620856,0.009854474,0.011743714,0.007740377,0.012330987,0.0071717575,0.009189524,0.008958523,0.007939904,0.008010068,0.01102572,0.016724946,0.023279391,0.022275954,0.008475479,0.004811946,0.0042817355,0.0050096414,0.0059576635,0.007460273,0.010009688,0.013392307,0.012716636,0.007628511,0.0045361756,0.00327801,0.0029746129,0.0037335407,0.0057970784,0.005424222,0.0026040364,0.0019493809,0.0015902315,0.0007084575,0.00091169454,0.00029001822,7.958478e-05,0.00012796988,0.00034955124,0.000732778,0.0014742087,0.001603054,0.0025558353]	caf_09901_00075733056
09901	f	a	[0.0043441686,0.0027464593,0.003981772,0.0010388982,0.0060997787,0.0027961733,0.006449973,0.0064215544,0.018147966,0.015481962,0.03156075,0.020642562,0.01028363,0.0060106255,0.005005515,0.0036952014,0.0035945082,0.0071997214,0.014970554,0.007644041,0.0041946415,0.0025731595,0.0019693333,0.0013304229,0.016099205,0.021267854,0.0061387643,0.0067228554,0.011945238,0.03050852,0.030375438,0.012151987,0.008516076,0.025297323,0.022289312,0.0050112223,0.0053511285,0.016043196,0.007316498,0.01054362,0.018614681,0.008122732,0.00983843,0.012519693,0.006510041,0.02069652,0.018398158,0.044518203,0.020778466,0.024165113,0.011622419,0.0069722445,0.006296956,0.006843725,0.008929452,0.008880517,0.0111157065,0.012698582,0.009424555,0.010595188,0.011823723,0.00945153,0.008581229,0.00873873,0.010161885,0.009529683,0.0064191287,0.0035676109,0.001961251,0.0007321441,0.0005229057,0.00040678488,0.00041139976,0.0002292583,0.00019853606,0.0001988898,0.00030191868,0.00048034906,0.0008749347,0.00286251]	caf_09901_00367221469
09901	f	a	[0.001173484,0.0015025361,0.0021566877,0.00070726575,0.004326347,0.0019598021,0.00518356,0.005223153,0.01664821,0.016055161,0.053578254,0.034857005,0.019796703,0.013093935,0.01308534,0.012999336,0.01330279,0.017211195,0.024082817,0.020196313,0.011954813,0.0066967728,0.0074476455,0.013373639,0.03240109,0.036968302,0.015391103,0.0059752082,0.0067473436,0.054215427,0.09463617,0.045120876,0.019359648,0.04846028,0.06523098,0.034985323,0.02182402,0.035206854,0.024598598,0.030831894,0.04051531,0.03574836,0.037681542,0.0829742,0.058827724,0.030805081,0.019662924,0.013380075,0.0097262245,0.007814853,0.0059790034,0.0034234133,0.0028811048,0.0036386466,0.0061142934,0.008161464,0.0110153,0.014985553,0.023647936,0.015900103,0.011694996,0.009266236,0.010789891,0.013178815,0.011288838,0.006520903,0.005006624,0.0035902513,0.0014851104,0.0008234145,0.0008933286,0.0013200955,0.00063838286,0.00036984292,0.00032886292,0.00039846342,0.0012735175,0.0023068713,0.0015405671,0.0027745764]	caf_09901_00811062002
09901	f	a	[0.0015035225,0.0004985151,0.0007156447,8.736559e-05,0.00033120572,0.00015002587,0.032983687,0.028081788,0.0011340316,0.0008794032,0.001008013,0.0008521629,0.0013754015,0.021691833,0.035655834,0.002579066,0.002202337,0.0023364732,0.004517623,0.0201703,0.0110842325,0.0033054573,0.004221724,0.011180331,0.012117241,0.0059318068,0.01134039,0.026571067,0.021181686,0.0068046167,0.026305182,0.028066441,0.008567226,0.0064484184,0.0046599056,0.0029451025,0.0059094056,0.0034129238,0.0077423514,0.0053973454,0.006828377,0.004408129,0.006376556,0.0055965316,0.0076817386,0.0066947658,0.009157803,0.01505688,0.008286684,0.004065923,0.0029616035,0.00216189,0.0017829129,0.002300576,0.0032577561,0.0040456345,0.0062186406,0.0058465977,0.0034204111,0.0017937563,0.0014474565,0.0014326305,0.0014793677,0.0021748065,0.0027518717,0.0021190438,0.00087338174,0.00044320722,0.00036550924,0.00045383582,0.0007425174,0.0008561696,0.000324388,0.00015362064,0.00014193858,0.00021148247,0.00019715208,0.00016716051,0.000248057,0.0011702775]	caf_09901_00811062002
09901	f	a	[0.0036545952,0.0018088885,0.0026224093,0.0006483001,0.0037408723,0.0017148039,0.0033939194,0.003197266,0.0056838877,0.0048446013,0.009832025,0.01112569,0.02775881,0.040615298,0.055430572,0.012473037,0.008078202,0.0062509733,0.005019438,0.004687862,0.004308625,0.0046165828,0.0060843513,0.0118706515,0.012955416,0.0061109588,0.004961346,0.0056747817,0.007363128,0.014804556,0.03392108,0.030691382,0.011779572,0.0064368774,0.006178162,0.014064763,0.012290961,0.002927799,0.0035507097,0.01687097,0.02425959,0.010132416,0.0065170787,0.017507877,0.014414262,0.005482273,0.023761224,0.028181875,0.005996804,0.0049203583,0.003967217,0.001615658,0.0018670484,0.0012246256,0.0020620113,0.001449302,0.0016935548,0.0025187372,0.004913226,0.0035380302,0.002869627,0.0022084939,0.0017099942,0.0026484085,0.0031497974,0.0030048161,0.0018758532,0.00072637544,0.0002296151,0.00013902839,0.000101161,0.00010259689,0.00011035874,0.00027447636,0.0006730702,0.0013158525,0.0012728466,0.00046099426,0.0003210265,0.0017308595]	caf_09901_01201227131
09901	f	a	[0.0036269103,0.002237272,0.003211545,0.0008928174,0.005240185,0.0023736262,0.006368734,0.0066444087,0.02505806,0.019031595,0.0172928,0.011197253,0.006085628,0.0038602469,0.003456474,0.0018996111,0.0029110224,0.013404254,0.03368418,0.012469741,0.0068886997,0.006237592,0.008445835,0.030900957,0.03335308,0.004211951,0.006273381,0.01141701,0.04229744,0.03781843,0.012654398,0.010000883,0.021780042,0.02322172,0.0035286767,0.0054856325,0.014022272,0.005106395,0.0057739117,0.017666657,0.010032698,0.009683979,0.012790619,0.008867354,0.018708946,0.01119048,0.022633377,0.012827443,0.008664197,0.0045424122,0.0040031224,0.003482669,0.0035643557,0.0031184813,0.0038480232,0.005218655,0.005285723,0.005922224,0.005811066,0.0042661177,0.0036956402,0.0027944783,0.0021131465,0.0021520485,0.003964602,0.007039641,0.0057689813,0.001667302,0.0007282372,0.0007969006,0.00053236866,0.00021760605,0.00016908949,0.00015013738,0.00014715623,0.00017382689,0.00027109584,0.00058704085,0.0008745291,0.002754521]	caf_09901_01269250049
09901	f	e	[0.00039048522,0.0005695154,0.00080958917,0.00022670832,0.0013089353,0.00058588985,0.002843566,0.0044158404,0.03972487,0.027968174,0.006413201,0.0046492,0.005050234,0.0030300599,0.0044409693,0.012342292,0.034401715,0.035963867,0.012549185,0.005011542,0.0045946543,0.012807952,0.042537093,0.048704747,0.03724829,0.028176697,0.013127406,0.025185315,0.023524558,0.008858286,0.004376605,0.009837281,0.0073951893,0.0022926163,0.001967052,0.0029187982,0.0018628825,0.0022105072,0.0028316046,0.0021832685,0.0029681898,0.0030577916,0.002927606,0.0048735007,0.00579884,0.006479766,0.0076078195,0.013187742,0.018437495,0.015576063,0.007993759,0.0038778395,0.0026400636,0.0022002037,0.0024286206,0.004108533,0.0051035895,0.006953351,0.0053913333,0.0028282555,0.002101106,0.0013129993,0.0011879401,0.001295313,0.0018694022,0.0035702023,0.0047692573,0.002168381,0.0013689367,0.0008001793,0.00039054535,0.00012299285,6.9242364e-05,8.198857e-05,0.00018144863,0.00025666284,0.000540424,0.0015869353,0.0020591612,0.0024593633]	caf_09901_00162457603
09901	f	e	[0.009639606,0.0065268595,0.009369046,0.0019636159,0.010482587,0.0047483905,0.012765775,0.012713598,0.037934087,0.030186363,0.043234676,0.028123183,0.015933229,0.007165716,0.003621664,0.0027969792,0.0049288324,0.025535325,0.06507284,0.0199544,0.00831078,0.014232733,0.02848099,0.06542229,0.07930745,0.044137582,0.011333736,0.0040448806,0.0038152768,0.011332831,0.003383471,0.0015890375,0.0013647994,0.001959738,0.0025507638,0.0018074225,0.002702278,0.002294472,0.0011097596,0.0029791745,0.0025540506,0.0015556117,0.0032451325,0.0021058593,0.0032260173,0.0027215618,0.00312771,0.0040236576,0.0043958365,0.0051645446,0.010254748,0.012659192,0.020392567,0.0135451555,0.01068174,0.0062840236,0.010659454,0.014851519,0.016015101,0.011775022,0.007663005,0.005930471,0.004687962,0.00607433,0.009008606,0.014154435,0.010711277,0.0054557296,0.00212897,0.00054345565,0.00034638253,0.000248588,0.00010480484,0.00021381746,0.00034693204,0.00014173842,0.00018849509,0.0008327774,0.0006079516,0.0016941278]	caf_09901_01791235633
09901	f	e	[0.005022194,0.003153224,0.0045264782,0.001088595,0.0061130146,0.0027692202,0.00549984,0.0052138288,0.010997197,0.009502563,0.021791423,0.02627538,0.06909701,0.0316208,0.017083593,0.014727284,0.011577518,0.011650152,0.013914836,0.021984337,0.030114923,0.042123087,0.028104184,0.0072142533,0.006561172,0.0067729475,0.015782509,0.040327985,0.04276397,0.02134058,0.009694726,0.008771645,0.00820668,0.0074254554,0.0052321577,0.003757745,0.0036991911,0.0049459245,0.0040058023,0.0034374744,0.0034801632,0.0046101953,0.0034804405,0.006470502,0.005810992,0.003032776,0.005419616,0.0046248897,0.0077713965,0.013273905,0.012433558,0.018834207,0.017498184,0.021158308,0.012041137,0.011765611,0.011131879,0.015883006,0.024672432,0.013265867,0.008156879,0.007375717,0.006250129,0.009363457,0.0143752815,0.01120092,0.005970066,0.0025757493,0.0014276108,0.00092558627,0.00042047657,0.00042504986,0.00038801675,0.00038043284,0.000398647,0.0004539293,0.00058678014,0.00067228643,0.0007146565,0.0026021556]	caf_09901_01756621380
09901	f	e	[0.0032914414,0.0030445906,0.0043702396,0.0013577888,0.008202207,0.0037151456,0.018406097,0.017565064,0.039117415,0.02849548,0.012094865,0.008328905,0.0068966164,0.0029647583,0.0076403557,0.036784388,0.021553619,0.014802976,0.010407811,0.009868868,0.011189115,0.020501593,0.015494834,0.004766257,0.009733391,0.034520328,0.04621738,0.025568353,0.009296628,0.010350517,0.015429441,0.0056237173,0.0048222607,0.008599309,0.006366956,0.0050867843,0.008283337,0.0029228635,0.0079509765,0.011280016,0.0056562773,0.010740747,0.00985584,0.01568683,0.015916584,0.023412807,0.020531628,0.026930457,0.014715955,0.010801639,0.0067639994,0.003827018,0.0029127004,0.003170596,0.003329935,0.0058235144,0.009435822,0.0135528855,0.010782832,0.008363643,0.0068787322,0.0055684843,0.004489336,0.0031653924,0.002370528,0.0021139444,0.0017947034,0.00094621896,0.0007323162,0.0004901913,0.0002644945,0.00026037233,0.00022295881,0.00020998737,0.00023086874,0.00023716786,0.00023423634,0.00029726682,0.00045010517,0.0018697815]	caf_09901_02143620428
09901	f	e	[0.00037064587,0.00025439597,0.000365199,8.7504566e-05,0.0004907443,0.0002223213,0.0006871897,0.00071345747,0.0026342345,0.00521971,0.041509833,0.02529182,0.004839583,0.0023601642,0.0014856276,0.0011897483,0.0013258713,0.0022839883,0.006881522,0.030198254,0.01651316,0.00449449,0.004284613,0.006194802,0.012557284,0.039119408,0.043210026,0.014685517,0.010191064,0.0054654484,0.02457009,0.026872141,0.0066946247,0.0013190325,0.0057555074,0.009954475,0.0029685076,0.0021309406,0.0070739863,0.0036258413,0.0027032383,0.00946543,0.005978151,0.010445381,0.01604143,0.0055691996,0.010752587,0.008010455,0.0047998526,0.0047534183,0.0022224057,0.0017017687,0.0016324724,0.0016714311,0.0019080595,0.0022647823,0.0027251465,0.0033681877,0.0056863157,0.0066370997,0.004194105,0.0023875532,0.0016721635,0.0027479061,0.005541773,0.004548555,0.0036171556,0.0036444576,0.004108308,0.0020485867,0.0004887944,0.00023434316,0.00020774754,0.00026796313,0.00021146762,0.00045027144,0.00080572715,0.0008837918,0.00085236237,0.002077299]	caf_09901_01266645879
