goldLabel	predictedLabel	a	e	i	o	u
i	i	0.0008744734655906288	0.0538038837907618	0.7524260277764678	0.013407925009911684	0.17948768995726808
i	i	0.0014475984722155761	0.0445231373472129	0.7404173534220996	0.016116720363375657	0.19749519039509622
i	i	0.017906655361733168	0.10829767258134419	0.4420921047392425	0.08689012819520883	0.3448134391224713
i	i	0.014234938034145389	0.0911037829655095	0.4906168704661276	0.07216282155668612	0.3318815869775314
i	i	0.009302162543592668	0.13687430644775017	0.48230747115866646	0.06709639428517	0.30441966556482086
i	i	0.0004458575385953849	0.03788842595569613	0.7937218788299889	0.00842994289118153	0.15951389478453817
i	i	0.01941302188106863	0.13337101942581076	0.4034459199249673	0.09844172372351911	0.3453283150446342
i	i	0.020242262320820156	0.08441841889391921	0.46078143397055965	0.08367343387500766	0.3508844509396932
i	i	0.0023778469388594445	0.05708213272232403	0.6901015081246673	0.023507635649291172	0.22693087656485797
i	i	0.011464477921806422	0.13601068532653313	0.460667467617	0.07460157457459705	0.31725579456006336
i	u	0.04679172435675802	0.10675623563552394	0.32415085171167285	0.14161990309898143	0.3806812851970639
i	i	0.00036225422768508547	0.049161041606701976	0.7895936327468606	0.00837464267659685	0.1525084287421554
i	u	0.032483424804999175	0.10931303940404795	0.3681254564080498	0.11910507848894217	0.37097300089396107
i	i	0.012026867848105093	0.08367779159430638	0.5151784238338729	0.0641519309894803	0.32496498573423516
i	i	0.0003478256127221917	0.03612889548676561	0.8031235881552014	0.007350637038743814	0.15304905370656707
i	i	0.0007396512383255702	0.07559419640261877	0.7379582189266504	0.013963959997258423	0.17174397343514688
i	i	0.0015827213457632306	0.08969256999599805	0.6802647144358497	0.02230019491224506	0.20615979931014403
i	i	0.003770896042241682	0.0847726120459409	0.6274012033234598	0.03434341226032935	0.24971187632802824
a	a	0.838910284931989	0.010508962553517883	3.5448268497218925e-06	0.14897992165744708	0.0015972860301962145
a	a	0.4054249275620341	0.15770605992588937	0.0025127781741848504	0.3854722813010695	0.048883953036822206
a	u	0.07986065266306479	0.17639277685875493	0.1747043065978402	0.22454395119134463	0.3444983126889956
a	a	0.4338477203228391	0.1337367978080245	0.001538782123043194	0.3907701229492795	0.040106576796813544
a	o	0.14197641469751107	0.18545141808990323	0.0859759521509949	0.30532779130546944	0.28126842375612127
a	o	0.20439088745275158	0.21595953192461922	0.03507218489443052	0.3592724645296117	0.18530493119858693
a	i	0.01119062477291323	0.11088120674511034	0.44657629082916533	0.07907252251591333	0.3522793551368977
a	o	0.2934784502412369	0.21853030855642253	0.004435760418259018	0.4131239581302564	0.0704315226538253
a	u	0.09151816662838538	0.12349412167607941	0.2097413316403618	0.20805142947313007	0.3671949505820433
a	a	0.854184035122401	0.009043946977098996	1.195662038125237e-06	0.13584588915972842	0.000924933078733383
a	u	0.11448538851057902	0.12736595928870958	0.1708156498999058	0.23519382712896245	0.35213917517184323
a	u	0.021995333465614327	0.1899930246710699	0.3254421897335887	0.12086463968939339	0.3417048124403337
a	i	0.01653427621092942	0.09342144856110958	0.46861557454299085	0.07896941686303308	0.34245928382193713
a	o	0.186118113858222	0.2513281000873185	0.02704955032104099	0.3697233219166734	0.16578091381674526
a	a	0.8718996171332232	0.006370072163733887	5.890325441002462e-07	0.12107746344427522	0.0006522582262234629
a	u	0.06610292621685564	0.13396620491770156	0.24441096182081218	0.18336247028876937	0.3721574367558613
a	a	0.5725522259418571	0.06601350615517822	0.000826491625779813	0.3322914913110688	0.028316284966115938
a	u	0.060485192477793166	0.11961635698608918	0.2734701949868447	0.1678676626659671	0.37856059288330574
a	u	0.02213111078177048	0.17092987101880797	0.3448180444558023	0.11653007592257056	0.3455908978210489
a	o	0.26948138150389256	0.23089595474513744	0.007790130180268127	0.4016041228435914	0.09022841072711053
a	u	0.05292930241296439	0.19555239199259133	0.21546075840769519	0.18995979770152302	0.34609774948522604
a	a	0.436751609208745	0.09931680199288469	0.00567390814719816	0.37761197629817106	0.08064570435300118
a	u	0.08999285990699708	0.1249018089497344	0.20875971657167172	0.20830738593656045	0.3680382286350363
a	o	0.3244108328441709	0.1657177746367476	0.010164467766163079	0.394261408174217	0.10544551657870156
a	a	0.7915845329960057	0.020092241238873335	7.700367636646488e-06	0.18594269614707054	0.002372829250413837
a	o	0.1886711792514622	0.1682402383369795	0.0607813386891124	0.33415137087836777	0.24815587284407817
a	a	0.6972941247362537	0.03146020804335842	0.0002260627695582009	0.2571709188406769	0.01384868561015273
a	o	0.2943478100546523	0.13707698355302775	0.02372275878962443	0.3782446039013536	0.16660784370134202
a	u	0.066300169284867	0.22790599924387298	0.15618184814905933	0.2280044132687295	0.3216075700534713
a	a	0.9576983752118567	0.000614136815433229	7.726505577765889e-11	0.04168028186293243	7.206032512549181e-06
a	o	0.23574314546759134	0.16396081599027404	0.03612291688676199	0.36449452586444436	0.19967859579092828
a	u	0.030716314892791283	0.16768752464108375	0.30963728635088245	0.13667324886074225	0.35528562525450025
a	o	0.18387264157574112	0.2101382649191009	0.04473518742550505	0.3498777671650534	0.21137613891459955
a	u	0.09216716277807675	0.17528455632850531	0.15767023409938935	0.23890838589851085	0.3359696608955179
a	u	0.08977668196470043	0.12914557488353282	0.2047985448248861	0.21053905235868936	0.36574014596819127
a	u	0.06018188296515454	0.20066989864788382	0.19032038331694257	0.20649155535785066	0.34233627971216846
a	u	0.08517917811316675	0.16820681180596633	0.1754520061493999	0.22601175461076106	0.34515024932070604
a	a	0.8730751078402416	0.00659940750864195	5.077146967795215e-07	0.11972540718045067	0.0005995697559689773
a	o	0.3747847599227979	0.15441056998097805	0.004207880006748702	0.3991211159923072	0.06747567409716795
a	u	0.021391938046714177	0.20381257087623972	0.31821592888846423	0.12147187106463295	0.335107691123949
a	a	0.9365074585482269	0.0016447179304931426	1.2432471454482633e-09	0.06181866621112328	2.9156066909524484e-05
a	u	0.09688185167780775	0.13136132389290356	0.1914818610578295	0.21963994554423094	0.36063501782722834
a	u	0.08802284843248204	0.1282072748589773	0.20917702967616683	0.20764354408150448	0.3669493029508694
a	u	0.1259281441948048	0.1611703220345028	0.12564305269045023	0.26869825696734134	0.3185602241129009
a	u	0.0971494185959306	0.15791547098338754	0.1634959293689222	0.23740523099267	0.3440339500590896
a	o	0.3506816843076374	0.18489412303248015	0.0021086958220156737	0.4142042530209417	0.048111243816925005
a	u	0.09067806045224547	0.1233370368140544	0.2112074211006396	0.20708157649724623	0.3676959051358142
a	a	0.7819934529613097	0.020494019424887263	1.6464148597485635e-05	0.1940178398592931	0.0034782236059124785
a	u	0.06304587792485229	0.12308076362022773	0.26498242489221147	0.17280795000607016	0.3760829835566383
a	o	0.253759653002558	0.24003135421650063	0.012814120220274	0.3831435678287872	0.1102513047318801
u	e	0.018934535866749754	0.6629655180832686	0.03079202044165992	0.17483545222338998	0.11247247338493159
u	i	0.025435449690183895	0.12512980426533765	0.37693569105595753	0.11141235954545915	0.3610866954430619
u	i	0.008051316651772304	0.12679338505201565	0.5058759937851377	0.06044753317800472	0.29883177133306954
u	i	0.003621134193583995	0.06687913577749605	0.6431874652608177	0.03147602603980386	0.2548362387282984
u	i	0.0065854480308802045	0.10966021792302122	0.5384800967576608	0.05297968407374776	0.29229455321468994
u	u	0.07862203624564343	0.15051763466904913	0.20318520606927717	0.2089536668624186	0.3587214561536118
u	e	0.00646509000668415	0.3573286920464517	0.30627467853911927	0.08077418172362998	0.2491573576841149
u	e	0.056353054084013476	0.36487943198843237	0.09351041880714718	0.24295804672593244	0.24229904839447464
u	i	0.01316801198096319	0.08898508560621449	0.498574315191119	0.06922576095693839	0.330046826264765
u	u	0.03638833195182139	0.11114357392718308	0.3515551277547721	0.12695086562754337	0.3739621007386801
u	u	0.061135502358640396	0.18781724308956668	0.20384035858938845	0.200775757715232	0.3464311382471724
u	u	0.03994089703179073	0.16795492951064217	0.27421515805178487	0.1573674948598755	0.36052152054590675
u	i	0.006261274269256976	0.09607201665618537	0.5626318551353998	0.04840450082461069	0.2866303531145471
u	u	0.046568246941297756	0.1761272683786641	0.25053198593887366	0.17123335788950847	0.35553914085165594
u	u	0.03377272105666493	0.13669462297776358	0.3276069876628182	0.13386238790179647	0.368063280400957
u	i	0.0027815028916111876	0.07728766141639429	0.6526152307382217	0.029080535645271702	0.23823506930850105
u	i	0.009570482047117657	0.08214106241225469	0.5417536879688716	0.056345670746770424	0.3101890968249857
u	i	0.0011359964725276448	0.06801290886474669	0.7207545883115172	0.017191314649037042	0.1929051917021715
u	i	0.011677143177983133	0.08915812639616985	0.5098570981680629	0.0652932863497465	0.3240143459080375
u	u	0.027306283830032876	0.13549315071924412	0.3582501420660948	0.11887652064257546	0.3600739027420529
u	i	0.01990448786435265	0.08624282899735786	0.45797204268334313	0.08430742989095646	0.3515732105639899
u	i	0.01668925204631983	0.1374431433871829	0.40898041402591656	0.09407174945229704	0.34281544108828377
u	i	0.01644535066829471	0.09495905997517212	0.4681136784069595	0.07907868041230791	0.34140323053726573
u	i	0.008883370026233274	0.1592815553802313	0.45526270082442344	0.07126598497916353	0.30530638878994837
u	i	0.009605730316335504	0.16764990757450163	0.437493763602964	0.07579290195998457	0.30945769654621447
u	i	0.010339845365195527	0.0875494646781688	0.5268931582041614	0.06036280822569947	0.3148547235267749
u	i	0.015639452593557812	0.15262978965864166	0.40045240439686597	0.09463080215813342	0.33664755119280115
u	i	0.0018399108413263228	0.06414818374976024	0.7022408107367648	0.021288384632222875	0.2104827100399257
u	i	0.004332615504183403	0.1311759482421621	0.5477141397084668	0.04539031882451327	0.27138697772067444
u	i	0.0031209215768267977	0.1040233544412741	0.599963749911176	0.0355545321667618	0.2573374419039614
u	i	0.020561057567185525	0.17286404282984233	0.3561158480152296	0.11155589861313807	0.3389031529746044
u	u	0.026135753106019784	0.14487991010272316	0.35200319817955406	0.11957319862615834	0.35740793998554454
u	u	0.07557004964302387	0.12433226898653138	0.23589666388292174	0.19055208828408135	0.3736489292034417
u	u	0.04109125865661207	0.270439114478206	0.18169110882658665	0.19185381353784628	0.31492470450074905
u	u	0.0362671097749363	0.1693348523108603	0.2870874067748425	0.1493493341120726	0.3579612970272883
u	i	0.01957845005295312	0.11261888379801543	0.4243398574977124	0.09322210053256355	0.3502407081187555
u	i	0.013749267825272317	0.1418924064258074	0.4362727938427269	0.08347486011131984	0.32461067179487363
u	i	0.02260779121858717	0.1068509010312313	0.4154281429719799	0.0982790981176317	0.35683406666056994
u	i	0.0007358522541330222	0.08307681935136876	0.7270206627744621	0.014615708058147986	0.17455095756188807
u	u	0.02885091010597608	0.24943616307476282	0.24678459463474786	0.15277768748260145	0.32215064470191174
u	u	0.022937976440751302	0.17102818982607207	0.33863293479943596	0.11991887613867047	0.3474820227950702
u	i	0.006366272065876183	0.08624933274233709	0.571192688576511	0.04721958411394716	0.2889721225013286
u	o	0.16040034707623446	0.19071534931704004	0.06672549002547394	0.32551269419290874	0.256646119388343
u	e	0.011722940605181956	0.37775993051678514	0.24336697509655997	0.110644889616025	0.256505264165448
u	i	0.003939420126585279	0.09805757766051129	0.6007749166028299	0.03820471853862338	0.2590233670714502
u	i	0.001895504063871575	0.05837383459188627	0.6995782456406047	0.02144110123133848	0.21871131447229894
u	i	0.0074502828932962424	0.11597988034146987	0.5276194532559193	0.05594509863579911	0.29300528487351546
u	i	0.002577808013751522	0.05464690767402218	0.675921980123907	0.02504147412045777	0.2418118300678615
u	i	0.013344500692435715	0.08501265197918491	0.5042498094058887	0.06803502030863673	0.32935801761385397
u	i	0.013525788488796351	0.12079490556674857	0.4504411465245485	0.08012613550444458	0.33511202391546197
o	e	0.022046023532076974	0.49756211842613607	0.10669929168577287	0.16798680704031296	0.20570575931570118
o	u	0.0773557613107345	0.1239577596715618	0.2295866003349496	0.19422334782582382	0.3748765308569303
o	e	0.10088868126862022	0.535871111707522	0.003172355321782216	0.314881411018408	0.04518644068366764
o	e	0.08359671418977115	0.2986198787171212	0.08217570039752486	0.2802421229413457	0.2553655837542372
o	i	0.00086703647303152	0.14110520284295391	0.6490972418461942	0.02047643772716057	0.18845408111065987
o	u	0.06421544394703974	0.2577464392552954	0.14191982563377267	0.2321352545802813	0.3039830365836109
o	i	0.017027136758067735	0.08046673328872059	0.48276932252596627	0.07555378301799881	0.34418302440924653
o	e	0.1078323380791613	0.40572238286728224	0.020629778807737625	0.3348592487471874	0.13095625149863158
o	u	0.05217290983941817	0.23053274925491726	0.18818783271946007	0.20080267980301905	0.32830382838318556
o	u	0.08031193442717656	0.1366064661973929	0.20981101659470341	0.20614625860324703	0.3671243241774802
o	e	0.06446708688575367	0.34508026885728765	0.08412076634531215	0.26078718699065545	0.24554469092099115
o	u	0.04681627632087688	0.1388361252556488	0.28208292441817634	0.158828124449368	0.37343654955592986
o	a	0.7373030752728793	0.029673276205418857	4.688965141146433e-06	0.23092843596924875	0.002090523587311936
o	i	0.02123310108333756	0.10633221182232061	0.42712436303815765	0.09417502409858533	0.35113529995759885
o	a	0.7412545342126141	0.03056263676750425	2.2971172614159044e-06	0.22671699215192975	0.0014635397506905874
o	u	0.022512054028298166	0.19732764225246258	0.3181398095941735	0.12346167242237203	0.33855882170269386
o	u	0.10222336898466297	0.1804879449059756	0.12945627214321642	0.2629918680774025	0.3248405458887426
o	o	0.10459576443493505	0.29930443210370405	0.056136501300531515	0.31448524300661534	0.225478059154214
o	u	0.04260409981902554	0.24626946124936136	0.2005827417439954	0.18641809983896357	0.3241255973486541
o	u	0.050609928148244894	0.14043824308590455	0.27330714744550305	0.16419637574954501	0.37144830557080255
o	u	0.11232533702210441	0.12627668456656105	0.17517015213545287	0.23209791014411438	0.3541299161317673
o	o	0.3248265181057243	0.2376222935828172	0.0009642380899306208	0.40579926640524455	0.030787683816283315
o	u	0.02791669332925332	0.1681440897898984	0.29967893989775735	0.13780727268568962	0.36645300429740124
o	a	0.5380516037942156	0.0854234640399832	0.0006448217022703977	0.35063692500996213	0.02524318545356876
o	o	0.2914420112752358	0.1982149609910545	0.0069709839639206	0.4136938954896362	0.0896781482801528
o	u	0.10345331469450822	0.12309121171023447	0.19112262810993028	0.22090408361401645	0.3614287618713105
o	o	0.19145331463665827	0.2862810391415472	0.014590950972442928	0.3863316335871339	0.12134306166221773
o	i	0.003831691114876414	0.09059914206396233	0.6074953257441101	0.03674285466464137	0.2613309864124097
o	u	0.053104143691101745	0.12330216361340642	0.28568653801719257	0.15988994152746813	0.37801721315083114
o	a	0.45692880127055824	0.12347629544592274	0.0010093797450473948	0.385997195845948	0.03258832769252359
o	o	0.15396406092026418	0.1694242800055287	0.08383685172329348	0.30965966251993887	0.2831151448309749
o	u	0.06254552367160666	0.14602133359832745	0.23788918960976915	0.18510446207885287	0.3684394910414439
o	u	0.050323240324486866	0.12272866082054532	0.2917943468692008	0.15623663570479016	0.37891711628097685
o	u	0.10257668665435873	0.12557652069784248	0.19029341491156146	0.22133047898281905	0.3602228987534183
o	u	0.054971571392653636	0.12905659135858052	0.27589104832476624	0.16488167608482254	0.3751991128391771
o	u	0.05039168495704402	0.24513819965732683	0.17325681511844554	0.20689660678325772	0.32431669348392594
o	e	0.01322686830655972	0.3788379310756163	0.2230449882575494	0.12032776741032808	0.2645624449499465
o	u	0.05936873448184899	0.12306164051905369	0.27015186323151513	0.1691099914746274	0.3783077702929549
o	u	0.13139771624923638	0.1773749346109347	0.09538517797798486	0.29760655921819684	0.2982356119436473
o	u	0.05685703292178109	0.22839195797614326	0.1786918036247908	0.2094817829233242	0.3265774225539605
o	u	0.10196743695540077	0.13129097350043203	0.18231583331844597	0.22634147648951652	0.35808427973620466
o	o	0.12686926765603893	0.2807076635225297	0.05237287935994046	0.3251206909737425	0.21492949848774834
o	u	0.07121196654494817	0.1861740515150105	0.18265584701233425	0.2171085039220661	0.3428496310056409
o	o	0.25350999177580646	0.17286494372590416	0.024908420944347733	0.38139371528267585	0.16732292827126585
o	u	0.050406873386494876	0.20455984272034347	0.2097535578684017	0.1912004763886096	0.34407924963615033
o	i	0.0016894503224235888	0.05403948020861205	0.7063971611482223	0.019846765210102462	0.21802714311063953
o	u	0.05092744752948277	0.1797849957745966	0.23038481312652107	0.18279073067332974	0.35611201289607
o	u	0.06441255802951379	0.11663363749849903	0.268515789794099	0.1714203482430349	0.3790176664348533
o	u	0.12216530356329287	0.16314588844624137	0.12589442984424873	0.26875425337049896	0.3200401247757181
o	i	0.020184547645781103	0.15293450998137662	0.3723742386167054	0.1072695269626079	0.347237176793529
e	u	0.037646584205054116	0.11531648209781827	0.3444803467546587	0.13000997145809276	0.37254661548437623
e	e	0.05078499458030329	0.2940958036660731	0.15143893243549592	0.21185982550385832	0.2918204438142694
e	o	0.23723039443270585	0.32397224941511454	0.0018622021228289567	0.3956305125346726	0.04130464149467805
e	u	0.055313698678348365	0.25048004953663033	0.1709357761554095	0.2086340253272309	0.3146364503023809
e	o	0.09253086796262087	0.2620357295377854	0.09858769605309925	0.27409427504595474	0.2727514314005397
e	i	0.00045869800114428666	0.0346148439910266	0.7953378047647548	0.008335434767882507	0.16125321847519175
e	i	0.0009536360844685814	0.05067612028928369	0.7535430634095889	0.013600766837041164	0.18122641337961784
e	i	0.007343891382866022	0.22358781916073073	0.41258790944034546	0.07184784443029424	0.2846325355857636
e	i	0.009741575661979415	0.17498807077648929	0.4414974321331439	0.07461304733465833	0.2991598740937292
e	i	0.0015891934757093832	0.05769530182452352	0.7191969050152084	0.018598725460619	0.20291987422393978
e	i	0.022070646852797648	0.16564743552898692	0.3630373196899727	0.11135619835411076	0.33788839957413197
e	i	0.012396076623794841	0.13150516871317136	0.46136524246470995	0.07611362990039715	0.3186198822979268
e	i	0.019095465656712142	0.11889307754669597	0.42463153263115766	0.09270753546830432	0.34467238869712985
e	i	0.005971784542642338	0.0787840767556212	0.5915040087217924	0.04322683189716978	0.2805132980827742
e	e	0.03287387241015661	0.4071697675837101	0.12696487861971356	0.18981397995255186	0.2431775014338678
e	i	0.010757313971204932	0.10000206088541533	0.5083100189786351	0.06455860695968567	0.316371999205059
e	i	0.030988150638255812	0.11049672212189747	0.37744366465829077	0.11504413840358392	0.3660273241779721
e	i	0.012201980300437116	0.16024998046402303	0.432573808878192	0.08139122426611693	0.3135830060912309
e	u	0.05172649895401884	0.19882136997897837	0.21660736019835047	0.18822318262882953	0.3446215882398228
e	u	0.0796794521099379	0.12377487953447139	0.2292934940892212	0.19491295144353715	0.3723392228228324
e	i	0.002635662547621531	0.07394807396238423	0.6634025342022669	0.027238542959371535	0.2327751863283559
e	i	0.001001102108363902	0.06229341813968587	0.7379484380334904	0.015150089199718237	0.18360695251874154
e	i	0.005418020174292231	0.08737819882973735	0.585179154954268	0.04334234388936118	0.27868228215234114
e	u	0.026417963380143107	0.18470707772584918	0.3146490352809606	0.13004116153876533	0.3441847620742817
e	o	0.11456247608725444	0.24959252675410323	0.08071269218748259	0.296930592797387	0.2582017121737727
e	o	0.3009838886415477	0.16239506761443942	0.015222521349440136	0.3906841637959431	0.13071435859862962
e	i	0.013925457980427415	0.2558866068018887	0.3300090134697432	0.10256413213724794	0.29761478961069276
e	i	0.019057572004592724	0.1492218385925121	0.39218415250381217	0.10068830689325547	0.3388481300058276
e	i	0.015476759323301031	0.14653762837347947	0.4154255131221523	0.09044157299672925	0.332118526184338
e	o	0.30425411289452664	0.26089384860521686	0.001710677433551766	0.39367314249504737	0.03946821857165739
e	e	0.04356283603557418	0.6277131904990082	0.01698766234057882	0.2243969903736548	0.08733932075118409
e	i	0.00847558953612823	0.1738767459876104	0.4522568859965447	0.07003509136330463	0.29535568711641214
e	u	0.04289757863881534	0.124516078944565	0.31489019087548736	0.14345553524074298	0.37424061630038946
e	o	0.25752498113751804	0.18581404386974895	0.020779257602903004	0.3847141792413409	0.15116753814848902
e	e	0.06735071063099854	0.3252471137211063	0.1066470060262107	0.24482363397156492	0.2559315356501194
e	o	0.1407291890928063	0.29336557236187066	0.04005043925168211	0.3372256310242036	0.1886291682694373
e	e	0.031732042235943676	0.314572021642833	0.19438468109526133	0.16871976058427537	0.29059149444168675
e	u	0.08417336343934681	0.24643276383592136	0.11142855388369241	0.2631156621768328	0.2948496566642066
e	i	0.0073918631541249925	0.2767148058682371	0.37850692198524466	0.07439763093216067	0.2629887780602327
e	e	0.011268923642018685	0.3715512207626395	0.25135170721536904	0.10775886659619817	0.2580692817837747
e	i	0.014268128460497746	0.11568285348968048	0.4660295440086838	0.07779141739848837	0.3262280566426497
e	e	0.04185542553637096	0.640563610905053	0.014966315570742824	0.22195320174535285	0.08066144624248034
e	u	0.1017098955469349	0.23273627861885934	0.10588751635638358	0.2735473210854085	0.2861189883924138
e	e	0.0024625551346060576	0.7324032886019369	0.11240814207780275	0.05301708644998891	0.09970892773566548
e	e	0.06822652418796082	0.41877113771406527	0.05124032185001558	0.2746674931965623	0.18709452305139598
e	o	0.0856131807932376	0.2747855832896658	0.08960539660664858	0.278690723442541	0.271305115867907
e	e	0.01843109817370882	0.7868308281875067	0.007472810896371001	0.14392598635088236	0.04333927639153125
e	e	0.03557277066400347	0.3554103134373292	0.1551033547358753	0.1852721338229763	0.2686414273398158
e	i	0.0012053144071854248	0.1088319433916073	0.6794111956469785	0.020443374648008314	0.1901081719062205
e	i	0.016784396258015536	0.10379484147821096	0.4503009380039624	0.08366105920949976	0.34545876505031137
o	o	0.40034068655446386	0.17107603847691155	0.0007212267738876663	0.40051306981199075	0.027348978382746258
o	a	0.6659267750913718	0.050274064297855595	5.554776049079236e-05	0.2766813668586227	0.007062245991658961
o	a	0.5036985342208349	0.10555474725404444	0.0005314910267690406	0.36692871379250186	0.023286513705849818
o	o	0.1138059960965412	0.2881659405580002	0.057971961053085726	0.316107621133791	0.22394848115858185
o	a	0.7336301654685663	0.028649496758202657	3.8017020912465626e-05	0.23209342888552917	0.005588891866789446
o	o	0.24088631572022157	0.29392025492948337	0.003769883876413506	0.40128099723216215	0.0601425482417194
o	e	0.17146732487822638	0.41052608330717644	0.002411200565227162	0.371331263012425	0.044264128236944915
o	u	0.0329244598181917	0.18970371213491094	0.2824339303968468	0.14748731757640882	0.34745058007364177
o	o	0.17088127444608164	0.3401360533552739	0.013075968585545794	0.3683068734913503	0.10759983012174845
o	e	0.12109935270306725	0.5145378460279085	0.0014057629730724844	0.33162609018965594	0.03133094810629579
o	e	0.0354992631349675	0.5067895991442273	0.06689996416095528	0.209601702747964	0.18120947081188601
o	e	0.039419401589857905	0.45066436466670917	0.084619206781665	0.21468607796608427	0.21061094899568347
o	a	0.4670215016424632	0.11077731763153428	0.0011392623403341264	0.38589722729408865	0.0351646910915797
o	a	0.7167949208097356	0.03585920598966086	3.0284571758209964e-05	0.24230675844062877	0.0050088301882165
o	i	0.017522998509399812	0.16994058101350534	0.37347411477602127	0.1034399109171535	0.3356223947839201
o	e	0.04561897602960211	0.3316754848599462	0.12892515333493867	0.21756350195775212	0.27621688381776094
o	o	0.3401478916575224	0.17034861972165183	0.00549562600792558	0.40626275185901345	0.07774511075388683
o	e	0.06021341549655263	0.3569410423762751	0.09347526906687649	0.24609630208829028	0.24327397097200562
o	e	0.044623675888347286	0.43786098170592463	0.077091864098807	0.22860116127329153	0.21182231703362958
o	u	0.10571018873928291	0.12660110155257764	0.18399141340523692	0.22567156246259795	0.35802573384030467
o	a	0.5951359328828109	0.06609762119952702	0.0002097217168351915	0.324129809460764	0.014426914740063008
o	u	0.07593942373280144	0.17317864126080165	0.186704429529889	0.21696013895106886	0.347217366525439
o	e	0.14607402382885967	0.3946789147161446	0.00852545558089704	0.3650650566970073	0.08565654917709134
o	a	0.4865740260228461	0.1299048207833747	0.00023044485165206187	0.36814045836529113	0.015150249976835778
o	e	0.12891915492663114	0.3837307180373362	0.017527775453006565	0.3482193890483618	0.12160296253466425
o	e	0.0632065399230985	0.38263345034732915	0.07750160651610867	0.25460745814091934	0.22205094507254425
o	e	0.02633275268805952	0.3620246089526866	0.16995053638813773	0.16790693832027137	0.2737851636508447
o	u	0.02078395747291451	0.2565837395409979	0.27306133691950396	0.1324173145435557	0.3171536515230279
o	e	0.09223746135782541	0.2893217357686709	0.08094963003744175	0.2854942460542229	0.25199692678183905
o	o	0.3245657200207432	0.2629283082747674	0.000708804545781228	0.3869248387187202	0.024872328439988142
o	u	0.07169221835030917	0.12845057877852883	0.23353157911779795	0.1904495601997222	0.3758760635536418
o	o	0.3793168678138625	0.14912618024210716	0.0028447076822908325	0.4107065233504255	0.05800572091131403
o	o	0.10490287035766206	0.26796329193435114	0.07756925467774368	0.2970827411535562	0.25248184187668676
o	a	0.4567827168221647	0.14182837724817007	0.00014962215160533384	0.38840808893915485	0.012831194838905054
