speaker ID	Gender	Vowel	Cochleogram	file	start	end
09901	f	a	[0.0029869100656280696,0.004735777005113236,0.02824269135189617,0.005984710764748792,0.021824190219634925,0.020973987057847667,0.013760552244840974,0.012117689685073688,0.016107379352714304,0.02360603463181333,0.03726343387467179,0.013244491926627876,0.010825061452692417,0.011526190803376406,0.013226720133173584,0.03309208260187444,0.014206205479291377,0.008245062596965355,0.009714307505388979,0.0019148128581384647,0.0014592052428187884,0.0009948704894791442,0.0004623206717839575,0.0002327368317999963,0.00022897023246304236,0.001365407396992267]	caf_09901_00608582592	1.68	1.74
09901	f	a	[0.0017631921893647275,0.002786231163289276,0.0061571408978211735,0.037883434655630634,0.0252827598835424,0.008126262858430976,0.028712976697531156,0.01648237077659011,0.06894220107617155,0.04975305646512395,0.09326175028363615,0.0225395682172858,0.021917802102930407,0.019665984702499136,0.026803086831369505,0.05827258481194054,0.014612986907355636,0.008161160772555248,0.01642281435070621,0.01585950912938668,0.011752295854961998,0.015169301769103244,0.0035139906473377514,0.0008314552003815034,0.0010794632700164525,0.003473447125909686]	caf_09901_01979499266	1.92	1.98
09901	f	a	[0.004921223228288343,0.006887518391266687,0.02442342931230753,0.021686594576541526,0.017892554659319396,0.037522143495250564,0.013336822897948143,0.028691471040441317,0.046076291550915235,0.03400914334630436,0.0241222297682054,0.005991728349499375,0.007906835655148067,0.009320148724776356,0.01686618529877615,0.03653512400328673,0.01979541942327335,0.00839011584447356,0.016624395182984027,0.008828278073143814,0.006408886089305265,0.004192010257061235,0.0006616348600904207,0.00014843572892765574,0.00013191491571769854,0.0011402234857700736]	caf_09901_00075733056	1.19	1.28
09901	f	a	[0.0026372442876815222,0.0070509619974547955,0.03839876007781199,0.024638400988576857,0.031488152295927954,0.04361450337380545,0.015527405245564964,0.01599985607277053,0.018466959389119762,0.07727304112643871,0.05136951147178737,0.02311766387249988,0.018655408112730268,0.019369605492808976,0.029606921909873365,0.04218114191467287,0.0158640349939266,0.00847189508997148,0.020375166714145413,0.016020958663434046,0.011315532536324797,0.0083019024694082,0.0030547836976680324,0.0011486034463520358,0.0007417350108585775,0.002700260610699827]	caf_09901_00142597702	1.49	1.61
09901	f	a	[0.00845973493017128,0.008976660187899724,0.015531260324348543,0.04571795174908186,0.013455989190131697,0.01652687334249606,0.02777967799382803,0.03940252030722669,0.09049834095567101,0.03159740768433758,0.02326683065352647,0.00956984130941695,0.007418400782579761,0.007467929889927592,0.00992184291059678,0.02500499440001431,0.02766087376663775,0.006802411187162556,0.014085112043523812,0.007097491394603878,0.0063570172343368914,0.0058189956697071435,0.0009097267239648896,0.0004257762664543867,0.0010158051943458851,0.0020023172660296536]	caf_09901_00461348704	2.38	2.43
09901	f	a	[0.0019239037705279178,0.00475301490503853,0.03226069329768779,0.006028818283019088,0.015810196002803416,0.012479353342332937,0.008031633551927087,0.006194995582237424,0.008042695813340228,0.012431569657931948,0.010395522537933874,0.00640493765228573,0.0035142827385222816,0.00372349068063481,0.005069330188691854,0.006085006373321622,0.002140136093538357,0.0006148260515130611,0.0015378665948740525,0.0010551206339961447,0.0008542097889030486,0.0005527927293350308,0.00036482014223116784,0.00025354609564584563,0.0002635550690340036,0.0010067849407556118]	caf_09901_01290086456	3.3	3.34
09901	f	a	[0.004472602387025262,0.004488210093307769,0.01948508103358687,0.02612286699017447,0.00786616003115282,0.03214504234929879,0.023389040618830226,0.023771557908708982,0.017721121253571025,0.04212095757183171,0.07671031182241952,0.024929208240907712,0.013340093714902551,0.017553402764827985,0.015783266877900923,0.024249485335646432,0.029677652680029313,0.008200975451273703,0.015582032520642088,0.014398178571744018,0.005651079456761249,0.006278733698361016,0.0022215445812295465,0.0010649818288862697,0.0015402648125209077,0.00319221979393517]	caf_09901_00075733056	4.2	4.27
09901	f	a	[0.004718306390421855,0.005021767888262537,0.007406041033732798,0.018830753723740448,0.059295963051811305,0.025023274000660903,0.008147652380397673,0.034686225396145305,0.013729803069215368,0.04745344552653077,0.034971125777781636,0.020645982236541516,0.013247235532857962,0.017845799970411372,0.022616002266553407,0.00638691025716722,0.0020520552459776633,0.001853382025701226,0.004379792926166126,0.004220649133668295,0.009665313536238538,0.003285065584644224,0.0010702911056935224,0.0004418228998751676,0.0015138716176906618,0.002506404015783182]	caf_09901_01269250049	2.87	2.91
09901	f	a	[0.010243505337169332,0.010861454810837824,0.022371732818237323,0.04545411427060554,0.013273107592225131,0.011143360549722899,0.016709576186200743,0.01241986947502351,0.028059566685226064,0.047397507249000013,0.04076122387166508,0.03421974643578195,0.02006014622204944,0.02543220898792253,0.025252572783320285,0.05847899960774825,0.03018107855496511,0.014882525326219602,0.018393816511541688,0.018962565484482097,0.01410709483568141,0.011935000260543907,0.0031212869534459047,0.0012483389739854594,0.0010533600266944357,0.0044596495890760705]	caf_09901_00367221469	2.03	2.1
09901	f	a	[0.005180264018450743,0.006363197900387538,0.0138150392057724,0.04934353425514642,0.01829736119829869,0.013870444569378845,0.025351467803029486,0.018854532981729073,0.04092805566602603,0.06727528173973672,0.06538157876587143,0.06112960874377031,0.040641568368694064,0.056806406131830446,0.07464317524461454,0.019352256050607527,0.01029830041354633,0.008984469457498796,0.01842825845342229,0.015790396001986118,0.011783379137317277,0.006487213138484234,0.002441843138399272,0.001606588265016249,0.0021211702045563705,0.0033318039142857026]	caf_09901_00811062002	2.46	2.54
09901	f	e	[0.001761960851315853,0.003396200409260725,0.026620099350499252,0.02201634603164893,0.018944300165326295,0.03157675213041032,0.014117463569496658,0.03270002301684454,0.026616312580203867,0.011582579146866102,0.00564865821070159,0.0032346008759283292,0.00565827548799375,0.014199688168421886,0.014596549035353066,0.0032382829522236206,0.0011000113886335745,0.0022488833281107327,0.002753166436267431,0.0020673690107810825,0.0012868866216162946,0.00045780523259524085,0.00028090201004204464,0.00027741566151105864,0.00032128870733448436,0.0013841056529805293]	caf_09901_01907876673	3.7	3.74
09901	f	e	[0.0013898762283065334,0.0030441995005948785,0.03183807423961175,0.042132162292929196,0.012146658090789249,0.046519874140921326,0.02806718278512752,0.06146130202942025,0.057805689598886684,0.030316305464264302,0.01193634374143488,0.00513878331763984,0.004864148887652284,0.005258133563174216,0.010182124333414463,0.028137943802654004,0.018155395036111046,0.005062552765451598,0.009883685407254589,0.004565831799266751,0.002661283892451224,0.006902796289645097,0.0016879564892622431,0.0002487484406334696,0.001494843554196804,0.003392151981741327]	caf_09901_00162457603	4.1	4.15
09901	f	e	[0.00883719528731916,0.012787587945907746,0.031072754699051335,0.044094620120582476,0.010918871044782343,0.03532690535430915,0.0479689006599989,0.07367215118844017,0.060985463893157316,0.016778965487091405,0.00753899334689079,0.004188875822295569,0.0037842068951221782,0.0035308944284029677,0.004605458828303106,0.00608409076385595,0.017295257335616293,0.02111090456607356,0.023857472548914533,0.017007692950535565,0.011336938927422881,0.015019907292243194,0.0020129738477308134,0.0004674518443141743,0.0007871616620312527,0.0019624411956778317]	caf_09901_01791235633	2.64	2.7
09901	f	e	[0.005194991371931125,0.005476141284309654,0.010114098611349634,0.03358019284323002,0.04955084667831238,0.006767704655343338,0.030948745444610706,0.04341038903136945,0.03438888043387124,0.045587262580257776,0.008756278849928576,0.005670481735494345,0.0034181328906413345,0.00426422103678093,0.006490323324452119,0.0104309406456995,0.020936591877168065,0.021795298942278534,0.02318882977430359,0.018003745445724587,0.013037270357774163,0.009788323564133922,0.0013325087081779523,0.0004954808068179979,0.000704306291573073,0.002406453318406164]	caf_09901_01756621380	2.16	2.24
09901	f	e	[0.001927623216109335,0.0030369131374004296,0.005680579342941936,0.029927596803180162,0.06739142638527701,0.016696163207165843,0.009200423319635876,0.025689120628331175,0.005876565443160875,0.007419292077586419,0.0038275475684633174,0.004251056465866674,0.0026605653674211466,0.0026865323031714386,0.0038490261906121035,0.007089119903251187,0.003431865388425374,0.0028659945792776937,0.008279828504226651,0.009429894033078673,0.005015602092513054,0.002597786895215607,0.0012823819537846665,0.00042304651521625193,0.001020860407367658,0.0017369330433465936]	caf_09901_00616991715	1.15	1.18
09901	f	e	[0.00394463963421725,0.007190301030223926,0.0341496834288217,0.03867615113194035,0.021269486122574087,0.042352228030400535,0.011849953290651966,0.02930861828744254,0.05573137603217759,0.024444145291123102,0.01606018190041453,0.00820716774367469,0.01296715175253082,0.015759071248539695,0.027273257597946444,0.03389305918633082,0.01129850898628844,0.007147971124721895,0.01643836234675315,0.009081261149401968,0.005188436628671176,0.002543113150945266,0.0006329858814014179,0.00018120143141143563,0.00024269813872024453,0.0018671505218014661]	caf_09901_02143620428	1.8	1.87
09901	f	e	[0.000857070064833679,0.0010336647245281722,0.0027932639143058817,0.049465992997206006,0.015415469600938045,0.005135013855412919,0.03895531076506371,0.006681984096031079,0.06422394931765994,0.022440944726639076,0.0315611206871483,0.015103181420654086,0.008976547736005418,0.012201904486157019,0.021620058106294575,0.012704073762547395,0.004564445405559807,0.0032991773510357464,0.006423987094476264,0.0075753428321009494,0.0062072031350783674,0.0062705047546369914,0.0039061182087078736,0.0005513526106523104,0.0012885556518028622,0.0026235782527173684]	caf_09901_01266645879	1.74	1.82
09901	f	e	[0.004303101450312346,0.005007011379098748,0.0330649807289716,0.043222982644816096,0.006532896268622821,0.02123615626557613,0.015131361823748494,0.02670727340834421,0.01287077920713235,0.026337614355167262,0.014052942399005154,0.007036049903623816,0.004161082236029068,0.0027897035046422136,0.002703778570236053,0.004122840706566351,0.013324415515140117,0.012485340459048914,0.008371508543187467,0.008542917419354704,0.0076517430639332015,0.006007805563596536,0.000877670031759942,0.0003581162838649136,0.0007009578489375746,0.0019780270764355543]	caf_09901_00994422846	2.12	2.19
09901	f	e	[0.0018254001340984208,0.002175451731506613,0.027987503803578444,0.040760275670787445,0.010883924906295457,0.02750777694347376,0.02210177447235756,0.034038650185089635,0.026709140654732375,0.011654097721480048,0.006855790927988559,0.004301816249384212,0.004081622497009335,0.008812567458131613,0.010516680690801427,0.0031649470113069905,0.0017553617175882776,0.004069271474495385,0.004735359111405916,0.0023106512226858337,0.0012034098489995082,0.0006455762477509505,0.00032318643157494786,0.0002627115070399163,0.00038413961548446865,0.0009256530398832435]	caf_09901_00994422846	2.82	2.87
09901	f	e	[0.0003548392313943257,0.00045577174556778746,0.0009694695695278386,0.05834542744022251,0.01694936157482386,0.0012728724627679047,0.04342809879670497,0.002428853334118982,0.048507113423919064,0.011090106588264684,0.016727088396304796,0.003844175622850271,0.003532995697244209,0.004442711346968886,0.004254039804411208,0.005120872432898112,0.008548831453060648,0.005951310515619627,0.00840038703105489,0.008437352100787228,0.0031226661473581995,0.003597534029055269,0.000750585945636886,0.0004745715863411034,0.0010028706830915854,0.0030386389090990683]	caf_09901_00139069329	3.75	3.84
09901	f	e	[0.000511456508253453,0.0012129503766011372,0.0031806309348893693,0.02286865514623291,0.04941642143561992,0.010352098148570502,0.020011688109893126,0.016523095416282475,0.027286720395047582,0.03771372158238399,0.01318692611994305,0.0088053921099165,0.007510998932760276,0.007488297319678012,0.010810648313924549,0.014711483756029825,0.01050939477598016,0.003981725694319844,0.009628706567086209,0.011624482832769026,0.007775450352281855,0.0032656067248185445,0.00106054395934737,0.0009667440448233457,0.0011379957863341024,0.0025513658213328605]	caf_09901_00868788891	2.23	2.29
09901	f	e	[0.005466053962470665,0.006176897441532976,0.014039832497075678,0.04862374278411596,0.016238567230727394,0.012763479888841614,0.019123663049375933,0.02169796962323072,0.05019169088565065,0.008443923654194212,0.006382779914298224,0.003782656347064267,0.0022185998367496964,0.002941175920058344,0.002240191938097864,0.006352576723404095,0.014409725145042171,0.010480945446584808,0.015200447466550951,0.015558460739497399,0.007856199523823453,0.005789167452726206,0.002263341848598864,0.0003922806802527886,0.0009938825660612944,0.002199706015163549]	caf_09901_01979499266	2.11	2.17
09901	f	e	[0.0006489110915309307,0.0017092607860685592,0.025560678246664317,0.03313518062585691,0.0061078011273566,0.06163944946737076,0.03602603299771418,0.09023918206720594,0.042040433472619,0.010446765853349138,0.006304177725187142,0.0035937396133892464,0.0036495697132669235,0.0036558078611589914,0.004190951862973978,0.006674115203485697,0.01263225707961399,0.012512321002883632,0.017427179026529502,0.013163994333768188,0.00898796151265969,0.0101571945190927,0.0014973922621430457,0.0002623516849609301,0.0003512878718664982,0.0009989469485157704]	caf_09901_00218610500	1.92	2.02
09901	f	e	[0.002696035096177242,0.0033443343199779053,0.006798427730828718,0.050363842375912474,0.015384956145779866,0.007745841923386237,0.03526080907296728,0.012618553281444837,0.028872822820649426,0.008851904944772015,0.00956298991325697,0.0038756570706461224,0.003204362134559998,0.0029257491774796755,0.0033641342878195164,0.00721929294009468,0.010997982428473529,0.0032232575140473743,0.0070484964360405765,0.006083704113738487,0.00467728367063232,0.005117176958500235,0.0005716585573015859,0.0005018227921652895,0.0009839373625316992,0.0017697767538255903]	caf_09901_00384312463	2.88	2.94
09901	f	e	[0.0043444414687451565,0.002901676454452579,0.021656337468053947,0.049990545611508494,0.015545991774274136,0.023021245676539737,0.031744774457430264,0.029702475134480325,0.0471669482740138,0.007978096267429383,0.003938876315553712,0.0018540589371943733,0.0017642882812042738,0.001465735030582604,0.0018422682863769636,0.003061254129695091,0.00710830079271383,0.006860300964352607,0.009418405254733003,0.009850040569952541,0.005449944010625099,0.005606548617938483,0.0006652591503222932,0.00017295865335470074,0.00014776510639865462,0.000976224874698052]	caf_09901_01683665294	2.48	2.54
09901	f	e	[0.0011700322528406654,0.0009827838194084542,0.0025131872814395037,0.06240101643032423,0.02029159040273193,0.0036637120516971235,0.02818089873108491,0.00991473985000071,0.05034039697840974,0.012559856789601406,0.011941780842035454,0.007840293724902067,0.0022495150298873163,0.0023258466233869956,0.0021240110458321383,0.003163777935900882,0.008890688523622436,0.00924289411083833,0.014844414842553564,0.011958496389892086,0.005453652762009468,0.004081641971050289,0.0013463232330307498,0.00018828032366304386,0.00037866102272326655,0.0012512846109016475]	caf_09901_00045227340	2.51	2.59
09901	f	e	[0.0027345915388020526,0.004555313640856954,0.02115263592074509,0.047554429072731136,0.016719879133770904,0.024852729174939896,0.03574975389296474,0.06953305141661094,0.06175066984940724,0.06370126252102108,0.016927350221164046,0.007826194248496702,0.009158628593751213,0.011494356670665578,0.021286198806376333,0.04216086420189747,0.01768389691899201,0.01419807948305947,0.018213496262875765,0.009170046990130295,0.009777664477955148,0.006103093104951327,0.0021696823044527296,0.0005313930331795019,0.0013793437260533746,0.003126847946006351]	caf_09901_02010347279	1.02	1.12
09901	f	e	[0.008709875622965038,0.011615903570151426,0.03376051030219469,0.02090213249637131,0.020079815174997406,0.04275344102677605,0.017291202485126746,0.02156170529949061,0.010781488037223383,0.004191090811939671,0.0032816331877987947,0.0017129906235000209,0.0019526220449498203,0.002193067947573727,0.0025074453898529304,0.0022144397698581385,0.003994963167407363,0.007531119687727215,0.007702848880520986,0.007995035789106616,0.002588399831909915,0.004652568124473204,0.0013902003070775104,0.0006857080025407118,0.0002999228553876078,0.001941571631084646]	caf_09901_01604475777	2.99	3.09
09901	f	e	[0.0055976930656605264,0.005418483560588536,0.011921520865701899,0.0505784335162027,0.015847376671097143,0.009658574102157362,0.03440213869583072,0.03122239620917453,0.07197000223004443,0.011018705104641601,0.007115206006925865,0.00498253957186927,0.0020239530157401047,0.003481110102549598,0.0034883872810271845,0.005063755480546186,0.009700687483578378,0.017041337012321675,0.025637183797128198,0.013492500808825605,0.01869345138732144,0.007511728474227491,0.0028392320504252297,0.0006097737757763934,0.001062569499139032,0.002688852269653062]	caf_09901_00868788891	1.12	1.22
09901	f	e	[0.0013695596250181705,0.0041659332720091835,0.023136703073254248,0.011573120491816176,0.016618275731128247,0.016760920992516228,0.006637926029795244,0.008999156115324971,0.01739218263962079,0.014275391168087544,0.007324779362444063,0.002891452525792888,0.003069829347035281,0.0029353186040572085,0.003376113262602292,0.011765346667227571,0.006623741978134196,0.001301750741152751,0.004936667081100439,0.004894532727437601,0.002653902132809519,0.0021183517422897324,0.0004883963121432288,0.00011836543852974028,0.00012593424847399397,0.0008488288629293288]	caf_09901_01294799320	2.11	2.18
09901	f	i	[0.002343628244519061,0.0018586649570113388,0.032685036408776874,0.04243538008491501,0.003602089813765285,0.030863257382887237,0.010008125323769811,0.0036618509361519952,0.0013374260150196108,0.0016240357376798905,0.00024610549809171223,0.0002582753523747028,0.00023076106901938014,0.00017803077676040003,0.0001128035729650347,0.00011610814989451831,0.00015728683714825054,0.0016177082027093257,0.0016589185778147053,0.001328227992481748,0.002423192509704635,0.0013598268268664975,0.0004960256944390215,0.0002928319806187056,0.0007002347973731923,0.001010950885379286]	caf_09901_00010854669	3.42	3.52
09901	f	i	[0.0027521075842843706,0.004333390419970324,0.010472553834206906,0.05511612088307953,0.09093010620047658,0.01653102227323716,0.041019203840717514,0.032576556084402526,0.006295128305240482,0.006029584241186779,0.002737308205597994,0.0031389443243955133,0.003563446300143611,0.0011729249040872889,0.0009664638643902099,0.0009472518322192366,0.001422032636159993,0.007129817387826285,0.01201667469987183,0.017195915643454646,0.010246615723960835,0.007979375484050102,0.001397028389025102,0.0004192975187662455,0.0020154729292355955,0.0025064118013725565]	caf_09901_02118210463	1.58	1.68
09901	f	i	[0.0017484331098541492,0.006576557323428712,0.03934054395261279,0.029197664873657193,0.041482725378196486,0.04144373894168028,0.011952554800771429,0.007093168445237891,0.005171206794183781,0.0007923475879237713,0.0007398255543752745,0.0005871758852530474,0.0009369016638804551,0.0005917526893753683,0.0007661066490259796,0.000950844383389296,0.0010087879505297922,0.005539064386749477,0.006859671696277936,0.004984542404349857,0.0018936636262139915,0.001097447552179536,0.0001836427702331009,0.00016137078679460303,0.0005622493892645975,0.0015409053503882984]	caf_09901_00384312463	0.96	1.01
09901	f	i	[0.008546119546829713,0.010666673628717307,0.0473407423927936,0.00835708687911699,0.04790095694013183,0.024339789647700567,0.03074005323872196,0.016363429839981108,0.00681099729692715,0.0030478138529637802,0.0031155555635209394,0.00141363870427071,0.0012277193511332344,0.00101339407199406,0.0009230457374164422,0.001355101709497174,0.0013300273658067327,0.005304537965328883,0.009752651542584118,0.00885615165195636,0.003990198359942581,0.0025755646589588985,0.00034306373637375505,0.0001821251844306895,0.00015119533739349099,0.001181064558892222]	caf_09901_01308333159	3.2	3.27
09901	f	i	[0.00030306177275060307,0.0022286627398220775,0.007932168790763748,0.03766526321009155,0.02536045818708685,0.012597531102956886,0.03118459675841647,0.01580320064665482,0.008227607772870292,0.0037434339805358435,0.002361039080188878,0.0012142770962699269,0.0010354704598987288,0.001388225751235558,0.0011523680020059743,0.0036973616374085983,0.008315892075608886,0.0074958289527391215,0.009181238351169853,0.003976024537893931,0.003975837448665287,0.0024392782817445843,0.0005089240366546043,0.0004803649879717044,0.0006267229831025806,0.0011621275690131719]	caf_09901_00218610500	2.65	2.69
09901	f	i	[0.006944265883031273,0.012349623207049657,0.04979229060542502,0.04398103939944129,0.02384729944964411,0.04576319812215919,0.014902726322086564,0.01383741483231756,0.004216601169266181,0.0027826704297729808,0.002133687068901461,0.0032076283546809067,0.0021745699598852333,0.0011742401256693415,0.0009259289575574246,0.0008216289710644164,0.0011467719207933899,0.006127685032553436,0.006377291844503522,0.007470080590939478,0.005827975766320997,0.0023013016054048894,0.0004913353841212938,0.0003547431373227009,0.0005169655494512941,0.0011355405926494829]	caf_09901_01552738065	3.14	3.21
09901	f	i	[0.003947574643443682,0.005056237257458833,0.018339131332613372,0.019605657139736877,0.014614780413681689,0.032395404345670856,0.011576848517842273,0.02157170492028575,0.003493643136013231,0.003154863175761697,0.002181809623559322,0.0013271610261536856,0.00109689767018846,0.0009202303088262694,0.0008824764646718779,0.000762227846273878,0.0009199818550963571,0.003416302085356254,0.004718068678297034,0.002617071009349185,0.0011233279875181143,0.0013432331377108355,0.00025199048893617394,0.00020621531964299373,0.0004300725535307836,0.0010728526032054962]	caf_09901_00162457603	5.51	5.58
09901	f	i	[0.013804707218536603,0.016727860565182176,0.050345042938314606,0.049162415520558354,0.027758262451598733,0.05812938124186134,0.01893397506692563,0.046413096861370504,0.01070805665910275,0.004817962432962629,0.0029770482123228814,0.002090070360941734,0.001851308507060186,0.0013053239276955603,0.0011257025979188766,0.0015094930807247658,0.0018431870017320351,0.008369998075533472,0.007879608757048809,0.010061616607292916,0.005582505416235509,0.005264663028599515,0.000680908592945489,0.0002357302139761118,0.0015762422086143645,0.002920043635911017]	caf_09901_01969629690	2.23	2.28
09901	f	i	[0.005919889890572536,0.00662630557926909,0.01666566718254335,0.06397495307880452,0.01952630778946412,0.017013715880554375,0.036284817296507337,0.006481599940570162,0.009097203404145021,0.0017385229534217104,0.0013069958962389158,0.000659529563138777,0.0006427877761130246,0.000512566836360776,0.0006300000784004801,0.0008508483427824586,0.0015675220726966397,0.0036052651065044935,0.003953081269495375,0.002841403454606782,0.001618306063246188,0.002335013162711266,0.00047872217939178333,0.000384102716717929,0.000685595019837247,0.0020391204144487815]	caf_09901_01683665294	3.52	3.57
09901	f	i	[0.004394197490959777,0.006909995162499944,0.03064334289247259,0.06257470601430136,0.019192493284291783,0.06508961813659576,0.08845036908978283,0.008237762409292528,0.014508413045674972,0.006151868872165274,0.003919242575560664,0.0032004653348783737,0.003197761791459582,0.0029221500016113062,0.002482222116307182,0.002554377233365534,0.004505865225151729,0.007752311800288002,0.009723990391404078,0.003193755847537499,0.002261553622343748,0.0036087980801970893,0.0008779625576655866,0.0007405579718422728,0.0009224606132305091,0.002250382691571737]	caf_09901_00075733056	1.03	1.1
09901	f	i	[0.005238619624568187,0.008061542126380855,0.03282744811147806,0.02220518950423159,0.021924483269510846,0.039831133383637606,0.011257510040921247,0.01519209710066419,0.0041179109336590474,0.0015355720071918025,0.0011132864922809905,0.0008864980265796105,0.0010513158343617933,0.0010486118150406917,0.001042570564572293,0.00115737224814482,0.0019101084199557058,0.0031685545997826654,0.004865430829328214,0.003829604498282377,0.0020516074475854704,0.0018516214234171012,0.000378600990303411,0.00028957858930936994,0.00039398479163898153,0.0016084250616254631]	caf_09901_02143620428	2.87	2.92
